Iteration-1

(Centre , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(Centre , 1 , 1 , Dormant , 50.0) : Left = -15.56559106663767
(East , 1 , 1 , Dormant , 50.0) : Hit = -29.683152355400892
(West , 1 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 50.0) : Up = -33.42195332782967
(North , 1 , 1 , Dormant , 50.0) : Craft = -20.406231031202182
(Centre , 1 , 1 , Dormant , 75.0) : Left = -15.741357494573801
(East , 1 , 1 , Dormant , 75.0) : Left = -31.14813747957512
(West , 1 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 75.0) : Up = -33.71727435221265
(North , 1 , 1 , Dormant , 75.0) : Down = -33.71727435221265
(Centre , 1 , 1 , Dormant , 100.0) : Left = -15.741357494573801
(East , 1 , 1 , Dormant , 100.0) : Left = -31.14813747957512
(West , 1 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 1 , Dormant , 100.0) : Up = -33.71727435221265
(North , 1 , 1 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 1 , 1 , Ready , 25.0) : Up = -34.264446346544375
(East , 1 , 1 , Ready , 25.0) : Shoot = -25.559949220989996
(West , 1 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 1 , 1 , Ready , 25.0) : Stay = 12.778831540873231
(North , 1 , 1 , Ready , 25.0) : Stay = 12.778831540873231
(Centre , 1 , 1 , Ready , 50.0) : Left = -42.88110505352373
(East , 1 , 1 , Ready , 50.0) : Left = -66.97760622784872
(West , 1 , 1 , Ready , 50.0) : Stay = 0.0
(South , 1 , 1 , Ready , 50.0) : Stay = -37.24420083753513
(North , 1 , 1 , Ready , 50.0) : Craft = -21.629508000594825
(Centre , 1 , 1 , Ready , 75.0) : Left = -42.88110505352377
(East , 1 , 1 , Ready , 75.0) : Left = -66.97760622784881
(West , 1 , 1 , Ready , 75.0) : Stay = 0.0
(South , 1 , 1 , Ready , 75.0) : Stay = -37.654795488858504
(North , 1 , 1 , Ready , 75.0) : Stay = -37.654795488858504
(Centre , 1 , 1 , Ready , 100.0) : Left = -42.88110505352377
(East , 1 , 1 , Ready , 100.0) : Left = -66.97760622784881
(West , 1 , 1 , Ready , 100.0) : Stay = 0.0
(South , 1 , 1 , Ready , 100.0) : Stay = -37.654795488858504
(North , 1 , 1 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 1 , 2 , Dormant , 25.0) : Shoot = 15.668438185500499
(East , 1 , 2 , Dormant , 25.0) : Shoot = 37.023926872000686
(West , 1 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Dormant , 25.0) : Stay = 20.508188376930306
(North , 1 , 2 , Dormant , 25.0) : Stay = 20.508188376930306
(Centre , 1 , 2 , Dormant , 50.0) : Left = -11.269966998165303
(East , 1 , 2 , Dormant , 50.0) : Shoot = 4.504947803581036
(West , 1 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 50.0) : Stay = -12.236114846171287
(North , 1 , 2 , Dormant , 50.0) : Stay = -12.236114846171287
(Centre , 1 , 2 , Dormant , 75.0) : Left = -15.741357494568618
(East , 1 , 2 , Dormant , 75.0) : Left = -31.14813747957512
(West , 1 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 75.0) : Up = -33.71727435220747
(North , 1 , 2 , Dormant , 75.0) : Down = -33.71727435220747
(Centre , 1 , 2 , Dormant , 100.0) : Left = -15.741357494573801
(East , 1 , 2 , Dormant , 100.0) : Left = -31.14813747957512
(West , 1 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 2 , Dormant , 100.0) : Up = -33.71727435221265
(North , 1 , 2 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 1 , 2 , Ready , 25.0) : Up = -32.396804238510114
(East , 1 , 2 , Ready , 25.0) : Shoot = -23.602807913873896
(West , 1 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 1 , 2 , Ready , 25.0) : Stay = 16.851189694622303
(North , 1 , 2 , Ready , 25.0) : Stay = 16.851189694622303
(Centre , 1 , 2 , Ready , 50.0) : Left = -42.38778552515199
(East , 1 , 2 , Ready , 50.0) : Shoot = -60.394088213701004
(West , 1 , 2 , Ready , 50.0) : Stay = 0.0
(South , 1 , 2 , Ready , 50.0) : Stay = -16.150846891485635
(North , 1 , 2 , Ready , 50.0) : Stay = -16.150846891485635
(Centre , 1 , 2 , Ready , 75.0) : Left = -42.88110505352377
(East , 1 , 2 , Ready , 75.0) : Left = -66.97760622784881
(West , 1 , 2 , Ready , 75.0) : Stay = 0.0
(South , 1 , 2 , Ready , 75.0) : Stay = -37.654793968800234
(North , 1 , 2 , Ready , 75.0) : Stay = -37.654793968800234
(Centre , 1 , 2 , Ready , 100.0) : Left = -42.88110505352377
(East , 1 , 2 , Ready , 100.0) : Left = -66.97760622784881
(West , 1 , 2 , Ready , 100.0) : Stay = 0.0
(South , 1 , 2 , Ready , 100.0) : Stay = -37.654795488858504
(North , 1 , 2 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 1 , 3 , Dormant , 25.0) : Shoot = 18.023679258347546
(East , 1 , 3 , Dormant , 25.0) : Shoot = 37.487384861955796
(West , 1 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Dormant , 25.0) : Stay = 20.86073044162973
(North , 1 , 3 , Dormant , 25.0) : Stay = 20.86073044162973
(Centre , 1 , 3 , Dormant , 50.0) : Left = -10.39033703932585
(East , 1 , 3 , Dormant , 50.0) : Shoot = 11.539819092158599
(West , 1 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 50.0) : Stay = -6.967250250090014
(North , 1 , 3 , Dormant , 50.0) : Stay = -6.967250250090014
(Centre , 1 , 3 , Dormant , 75.0) : Left = -14.578422867829598
(East , 1 , 3 , Dormant , 75.0) : Shoot = -21.447373652037548
(West , 1 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 75.0) : Up = -31.764313200677975
(North , 1 , 3 , Dormant , 75.0) : Down = -31.764313200677975
(Centre , 1 , 3 , Dormant , 100.0) : Left = -15.741357494573801
(East , 1 , 3 , Dormant , 100.0) : Left = -31.14813747957512
(West , 1 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 1 , 3 , Dormant , 100.0) : Up = -33.71727435221265
(North , 1 , 3 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 1 , 3 , Ready , 25.0) : Up = -32.24995347350554
(East , 1 , 3 , Ready , 25.0) : Shoot = -23.50504402055837
(West , 1 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 1 , 3 , Ready , 25.0) : Stay = 17.181666558812868
(North , 1 , 3 , Ready , 25.0) : Stay = 17.181666558812868
(Centre , 1 , 3 , Ready , 50.0) : Left = -42.297211755563104
(East , 1 , 3 , Ready , 50.0) : Shoot = -59.18533348828012
(West , 1 , 3 , Ready , 50.0) : Stay = 0.0
(South , 1 , 3 , Ready , 50.0) : Stay = -11.233457617275443
(North , 1 , 3 , Ready , 50.0) : Stay = -11.233457617275443
(Centre , 1 , 3 , Ready , 75.0) : Left = -42.88110505352377
(East , 1 , 3 , Ready , 75.0) : Left = -66.97760622784881
(West , 1 , 3 , Ready , 75.0) : Stay = 0.0
(South , 1 , 3 , Ready , 75.0) : Stay = -34.91250716672963
(North , 1 , 3 , Ready , 75.0) : Stay = -34.91250716672963
(Centre , 1 , 3 , Ready , 100.0) : Left = -42.88110505352377
(East , 1 , 3 , Ready , 100.0) : Left = -66.97760622784881
(West , 1 , 3 , Ready , 100.0) : Stay = 0.0
(South , 1 , 3 , Ready , 100.0) : Stay = -37.654795488858504
(North , 1 , 3 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 2 , 0 , Dormant , 25.0) : Up = -8.584227442247293
(East , 2 , 0 , Dormant , 25.0) : Left = -24.828922541178123
(West , 2 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 25.0) : Up = -27.522544025143127
(North , 2 , 0 , Dormant , 25.0) : Craft = 7.684129311196898
(Centre , 2 , 0 , Dormant , 50.0) : Left = -15.56559106663767
(East , 2 , 0 , Dormant , 50.0) : Hit = -29.683152355400892
(West , 2 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 50.0) : Up = -33.42195332782967
(North , 2 , 0 , Dormant , 50.0) : Craft = -25.935307979810077
(Centre , 2 , 0 , Dormant , 75.0) : Left = -15.741357494573801
(East , 2 , 0 , Dormant , 75.0) : Left = -31.14813747957512
(West , 2 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 75.0) : Up = -33.71727435221265
(North , 2 , 0 , Dormant , 75.0) : Down = -33.71727435221265
(Centre , 2 , 0 , Dormant , 100.0) : Left = -15.741357494573801
(East , 2 , 0 , Dormant , 100.0) : Left = -31.14813747957512
(West , 2 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 0 , Dormant , 100.0) : Up = -33.71727435221265
(North , 2 , 0 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 2 , 0 , Ready , 25.0) : Up = -39.81956611298648
(East , 2 , 0 , Ready , 25.0) : Left = -64.71897823825182
(West , 2 , 0 , Ready , 25.0) : Stay = 0.0
(South , 2 , 0 , Ready , 25.0) : Stay = -31.993447514945927
(North , 2 , 0 , Ready , 25.0) : Craft = 6.617484799091945
(Centre , 2 , 0 , Ready , 50.0) : Left = -42.88110505352373
(East , 2 , 0 , Ready , 50.0) : Left = -66.97760622784872
(West , 2 , 0 , Ready , 50.0) : Stay = 0.0
(South , 2 , 0 , Ready , 50.0) : Stay = -37.24420083753513
(North , 2 , 0 , Ready , 50.0) : Craft = -26.721029354453922
(Centre , 2 , 0 , Ready , 75.0) : Left = -42.88110505352377
(East , 2 , 0 , Ready , 75.0) : Left = -66.97760622784881
(West , 2 , 0 , Ready , 75.0) : Stay = 0.0
(South , 2 , 0 , Ready , 75.0) : Stay = -37.654795488858504
(North , 2 , 0 , Ready , 75.0) : Stay = -37.654795488858504
(Centre , 2 , 0 , Ready , 100.0) : Left = -42.88110505352377
(East , 2 , 0 , Ready , 100.0) : Left = -66.97760622784881
(West , 2 , 0 , Ready , 100.0) : Stay = 0.0
(South , 2 , 0 , Ready , 100.0) : Stay = -37.654795488858504
(North , 2 , 0 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 2 , 1 , Dormant , 25.0) : Right = 10.244035004534854
(East , 2 , 1 , Dormant , 25.0) : Shoot = 31.72136008990552
(West , 2 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 2 , 1 , Dormant , 25.0) : Stay = 16.235602121259586
(North , 2 , 1 , Dormant , 25.0) : Stay = 16.235602121259586
(Centre , 2 , 1 , Dormant , 50.0) : Left = -15.56559106663767
(East , 2 , 1 , Dormant , 50.0) : Hit = -29.683152355400892
(West , 2 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 50.0) : Up = -33.42195332782967
(North , 2 , 1 , Dormant , 50.0) : Craft = -20.319447681629498
(Centre , 2 , 1 , Dormant , 75.0) : Left = -15.741357494573801
(East , 2 , 1 , Dormant , 75.0) : Left = -31.14813747957512
(West , 2 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 75.0) : Up = -33.71727435221265
(North , 2 , 1 , Dormant , 75.0) : Down = -33.71727435221265
(Centre , 2 , 1 , Dormant , 100.0) : Left = -15.741357494573801
(East , 2 , 1 , Dormant , 100.0) : Left = -31.14813747957512
(West , 2 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 1 , Dormant , 100.0) : Up = -33.71727435221265
(North , 2 , 1 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 2 , 1 , Ready , 25.0) : Up = -34.263811466277744
(East , 2 , 1 , Ready , 25.0) : Shoot = -25.558972986741573
(West , 2 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 2 , 1 , Ready , 25.0) : Stay = 12.780567864002377
(North , 2 , 1 , Ready , 25.0) : Stay = 12.780567864002377
(Centre , 2 , 1 , Ready , 50.0) : Left = -42.88110505352373
(East , 2 , 1 , Ready , 50.0) : Left = -66.97760622784872
(West , 2 , 1 , Ready , 50.0) : Stay = 0.0
(South , 2 , 1 , Ready , 50.0) : Stay = -37.24420083753513
(North , 2 , 1 , Ready , 50.0) : Craft = -21.545340286998353
(Centre , 2 , 1 , Ready , 75.0) : Left = -42.88110505352377
(East , 2 , 1 , Ready , 75.0) : Left = -66.97760622784881
(West , 2 , 1 , Ready , 75.0) : Stay = 0.0
(South , 2 , 1 , Ready , 75.0) : Stay = -37.654795488858504
(North , 2 , 1 , Ready , 75.0) : Stay = -37.654795488858504
(Centre , 2 , 1 , Ready , 100.0) : Left = -42.88110505352377
(East , 2 , 1 , Ready , 100.0) : Left = -66.97760622784881
(West , 2 , 1 , Ready , 100.0) : Stay = 0.0
(South , 2 , 1 , Ready , 100.0) : Stay = -37.654795488858504
(North , 2 , 1 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 2 , 2 , Dormant , 25.0) : Shoot = 15.670127630595498
(East , 2 , 2 , Dormant , 25.0) : Shoot = 37.02440350045348
(West , 2 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Dormant , 25.0) : Stay = 20.508317010016125
(North , 2 , 2 , Dormant , 25.0) : Stay = 20.508317010016125
(Centre , 2 , 2 , Dormant , 50.0) : Left = -11.269513456396156
(East , 2 , 2 , Dormant , 50.0) : Shoot = 4.50923745965626
(West , 2 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 50.0) : Stay = -12.234957148398957
(North , 2 , 2 , Dormant , 50.0) : Stay = -12.234957148398957
(Centre , 2 , 2 , Dormant , 75.0) : Left = -15.741357494568618
(East , 2 , 2 , Dormant , 75.0) : Left = -31.14813747957512
(West , 2 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 75.0) : Up = -33.71727435220747
(North , 2 , 2 , Dormant , 75.0) : Down = -33.71727435220747
(Centre , 2 , 2 , Dormant , 100.0) : Left = -15.741357494573801
(East , 2 , 2 , Dormant , 100.0) : Left = -31.14813747957512
(West , 2 , 2 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 2 , Dormant , 100.0) : Up = -33.71727435221265
(North , 2 , 2 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 2 , 2 , Ready , 25.0) : Up = -32.39676816019711
(East , 2 , 2 , Ready , 25.0) : Shoot = -23.602764468872827
(West , 2 , 2 , Ready , 25.0) : Shoot = 4.373125
(South , 2 , 2 , Ready , 25.0) : Stay = 16.851297149035688
(North , 2 , 2 , Ready , 25.0) : Stay = 16.851297149035688
(Centre , 2 , 2 , Ready , 50.0) : Left = -42.38776019611316
(East , 2 , 2 , Ready , 50.0) : Shoot = -60.3936972086914
(West , 2 , 2 , Ready , 50.0) : Stay = 0.0
(South , 2 , 2 , Ready , 50.0) : Stay = -16.149879801765206
(North , 2 , 2 , Ready , 50.0) : Stay = -16.149879801765206
(Centre , 2 , 2 , Ready , 75.0) : Left = -42.88110505352377
(East , 2 , 2 , Ready , 75.0) : Left = -66.97760622784881
(West , 2 , 2 , Ready , 75.0) : Stay = 0.0
(South , 2 , 2 , Ready , 75.0) : Stay = -37.654793968800234
(North , 2 , 2 , Ready , 75.0) : Stay = -37.654793968800234
(Centre , 2 , 2 , Ready , 100.0) : Left = -42.88110505352377
(East , 2 , 2 , Ready , 100.0) : Left = -66.97760622784881
(West , 2 , 2 , Ready , 100.0) : Stay = 0.0
(South , 2 , 2 , Ready , 100.0) : Stay = -37.654795488858504
(North , 2 , 2 , Ready , 100.0) : Stay = -37.654795488858504
(Centre , 2 , 3 , Dormant , 25.0) : Shoot = 18.024237743222887
(East , 2 , 3 , Dormant , 25.0) : Shoot = 37.4874184576424
(West , 2 , 3 , Dormant , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Dormant , 25.0) : Stay = 20.86073817015851
(North , 2 , 3 , Dormant , 25.0) : Stay = 20.86073817015851
(Centre , 2 , 3 , Dormant , 50.0) : Left = -10.390276221542036
(East , 2 , 3 , Dormant , 50.0) : Shoot = 11.540423814517464
(West , 2 , 3 , Dormant , 50.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 50.0) : Stay = -6.967111136571951
(North , 2 , 3 , Dormant , 50.0) : Stay = -6.967111136571951
(Centre , 2 , 3 , Dormant , 75.0) : Left = -14.578152968518005
(East , 2 , 3 , Dormant , 75.0) : Shoot = -21.444652401422676
(West , 2 , 3 , Dormant , 75.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 75.0) : Up = -31.76390012800765
(North , 2 , 3 , Dormant , 75.0) : Down = -31.76390012800765
(Centre , 2 , 3 , Dormant , 100.0) : Left = -15.741357494573801
(East , 2 , 3 , Dormant , 100.0) : Left = -31.14813747957512
(West , 2 , 3 , Dormant , 100.0) : Stay = 0.0
(South , 2 , 3 , Dormant , 100.0) : Up = -33.71727435221265
(North , 2 , 3 , Dormant , 100.0) : Down = -33.71727435221265
(Centre , 2 , 3 , Ready , 25.0) : Up = -32.24995156240695
(East , 2 , 3 , Ready , 25.0) : Shoot = -23.505042144333274
(West , 2 , 3 , Ready , 25.0) : Shoot = 5.77656390625
(South , 2 , 3 , Ready , 25.0) : Stay = 17.1816728224673
(North , 2 , 3 , Ready , 25.0) : Stay = 17.1816728224673
(Centre , 2 , 3 , Ready , 50.0) : Left = -42.29720965516556
(East , 2 , 3 , Ready , 50.0) : Shoot = -59.18529971622836
(West , 2 , 3 , Ready , 50.0) : Stay = 0.0
(South , 2 , 3 , Ready , 50.0) : Stay = -11.233344871495587
(North , 2 , 3 , Ready , 50.0) : Stay = -11.233344871495587
(Centre , 2 , 3 , Ready , 75.0) : Left = -42.88110505352377
(East , 2 , 3 , Ready , 75.0) : Left = -66.97760622784881
(West , 2 , 3 , Ready , 75.0) : Stay = 0.0
(South , 2 , 3 , Ready , 75.0) : Stay = -34.912074495583106
(North , 2 , 3 , Ready , 75.0) : Stay = -34.912074495583106
(Centre , 2 , 3 , Ready , 100.0) : Left = -42.88110505352377
(East , 2 , 3 , Ready , 100.0) : Left = -66.97760622784881
(West , 2 , 3 , Ready , 100.0) : Stay = 0.0
(South , 2 , 3 , Ready , 100.0) : Stay = -37.654795488858504
(North , 2 , 3 , Ready , 100.0) : Stay = -37.654795488858504
Iteration-28

(Centre , 0 , 0 , Dormant , 25.0) : Left = -15.497364777734163
(East , 0 , 0 , Dormant , 25.0) : Hit = -29.319278814582177
(West , 0 , 0 , Dormant , 25.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 25.0) : Up = -33.28171443130206
(North , 0 , 0 , Dormant , 25.0) : Down = -33.28171443130206
(Centre , 0 , 0 , Dormant , 50.0) : Left = -15.565735163014086
(East , 0 , 0 , Dormant , 50.0) : Hit = -29.68392086940846
(West , 0 , 0 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 50.0) : Up = -33.42225055764233
(North , 0 , 0 , Dormant , 50.0) : Down = -33.42225055764233
(Centre , 0 , 0 , Dormant , 75.0) : Left = -15.741357579700097
(East , 0 , 0 , Dormant , 75.0) : Left = -31.148137699357434
(West , 0 , 0 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 75.0) : Up = -33.717274624153916
(North , 0 , 0 , Dormant , 75.0) : Down = -33.717274624153916
(Centre , 0 , 0 , Dormant , 100.0) : Left = -15.741357579700097
(East , 0 , 0 , Dormant , 100.0) : Left = -31.148137699357434
(West , 0 , 0 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 0 , Dormant , 100.0) : Up = -33.717274624153916
(North , 0 , 0 , Dormant , 100.0) : Down = -33.717274624153916
(Centre , 0 , 0 , Ready , 25.0) : Left = -42.732870832147384
(East , 0 , 0 , Ready , 25.0) : Left = -66.17170303484377
(West , 0 , 0 , Ready , 25.0) : Stay = 0.0
(South , 0 , 0 , Ready , 25.0) : Stay = -36.98383541798275
(North , 0 , 0 , Ready , 25.0) : Stay = -36.98383541798275
(Centre , 0 , 0 , Ready , 50.0) : Left = -42.881105215161185
(East , 0 , 0 , Ready , 50.0) : Left = -66.97760664528288
(West , 0 , 0 , Ready , 50.0) : Stay = 0.0
(South , 0 , 0 , Ready , 50.0) : Stay = -37.245389741609735
(North , 0 , 0 , Ready , 50.0) : Stay = -37.245389741609735
(Centre , 0 , 0 , Ready , 75.0) : Left = -42.881105215161185
(East , 0 , 0 , Ready , 75.0) : Left = -66.97760664528289
(West , 0 , 0 , Ready , 75.0) : Stay = 0.0
(South , 0 , 0 , Ready , 75.0) : Stay = -37.65486790005152
(North , 0 , 0 , Ready , 75.0) : Stay = -37.65486790005152
(Centre , 0 , 0 , Ready , 100.0) : Left = -42.881105215161185
(East , 0 , 0 , Ready , 100.0) : Left = -66.97760664528289
(West , 0 , 0 , Ready , 100.0) : Stay = 0.0
(South , 0 , 0 , Ready , 100.0) : Stay = -37.65486790005152
(North , 0 , 0 , Ready , 100.0) : Stay = -37.65486790005152
(Centre , 0 , 1 , Dormant , 25.0) : Right = 9.922345536323459
(East , 0 , 1 , Dormant , 25.0) : Shoot = 31.33509014817723
(West , 0 , 1 , Dormant , 25.0) : Shoot = 2.5
(South , 0 , 1 , Dormant , 25.0) : Stay = 15.991879650134955
(North , 0 , 1 , Dormant , 25.0) : Stay = 15.991879650134955
(Centre , 0 , 1 , Dormant , 50.0) : Left = -15.565735163014086
(East , 0 , 1 , Dormant , 50.0) : Hit = -29.68392086940846
(West , 0 , 1 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 50.0) : Up = -33.42225055764233
(North , 0 , 1 , Dormant , 50.0) : Down = -33.42225055764233
(Centre , 0 , 1 , Dormant , 75.0) : Left = -15.741357579700097
(East , 0 , 1 , Dormant , 75.0) : Left = -31.148137699357434
(West , 0 , 1 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 75.0) : Up = -33.717274624153916
(North , 0 , 1 , Dormant , 75.0) : Down = -33.717274624153916
(Centre , 0 , 1 , Dormant , 100.0) : Left = -15.741357579700097
(East , 0 , 1 , Dormant , 100.0) : Left = -31.148137699357434
(West , 0 , 1 , Dormant , 100.0) : Stay = 0.0
(South , 0 , 1 , Dormant , 100.0) : Up = -33.717274624153916
(North , 0 , 1 , Dormant , 100.0) : Down = -33.717274624153916
(Centre , 0 , 1 , Ready , 25.0) : Up = -34.36085783959136
(East , 0 , 1 , Ready , 25.0) : Shoot = -25.63197333109732
(West , 0 , 1 , Ready , 25.0) : Shoot = 2.5
(South , 0 , 1 , Ready , 25.0) : Stay = 12.555540954979966
(North , 0 , 1 , Ready , 25.0) : Stay = 12.555540954979966
(Centre , 0 , 1 , Ready , 50.0) : Left = -42.881105215161185
(East , 0 , 1 , Ready , 50.0) : Left = -66.97760664528288
(West , 0 , 1 , Ready , 50.0) : Stay = 0.0
(South , 0 , 1 , Ready , 50.0) : Stay = -37.245389741609735
(North , 0 , 1 , Ready , 50.0) : Stay = -37.245389741609735
(Centre , 0 , 1 , Ready , 75.0) : Left = -42.881105215161185
(East , 0 , 1 , Ready , 75.0) : Left = -66.97760664528289
(West , 0 , 1 , Ready , 75.0) : Stay = 0.0
(South , 0 , 1 , Ready , 75.0) : Stay = -37.65486790005152
(North , 0 , 1 , Ready , 75.0) : Stay = -37.65486790005152
(Centre , 0 , 1 , Ready , 100.0) : Left = -42.881105215161185
(East , 0 , 1 , Ready , 100.0) : Left = -66.97760664528289
(West , 0 , 1 , Ready , 100.0) : Stay = 0.0
(South , 0 , 1 , Ready , 100.0) : Stay = -37.65486790005152
(North , 0 , 1 , Ready , 100.0) : Stay = -37.65486790005152
(Centre , 0 , 2 , Dormant , 25.0) : Shoot = 15.533149560427825
(East , 0 , 2 , Dormant , 25.0) : Shoot = 36.99223455363234
(West , 0 , 2 , Dormant , 25.0) : Shoot = 4.373125
(South , 0 , 2 , Dormant , 25.0) : Stay = 20.505516616060138
(North , 0 , 2 , Dormant , 25.0) : Stay = 20.505516616060138
(Centre , 0 , 2 , Dormant , 50.0) : Left = -11.30501143314195
(East , 0 , 2 , Dormant , 50.0) : Shoot = 4.219620874015056
(West , 0 , 2 , Dormant , 50.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 50.0) : Stay = -12.496054470027968
(North , 0 , 2 , Dormant , 50.0) : Stay = -12.496054470027968
(Centre , 0 , 2 , Dormant , 75.0) : Left = -15.741357579700097
(East , 0 , 2 , Dormant , 75.0) : Left = -31.148137699353292
(West , 0 , 2 , Dormant , 75.0) : Stay = 0.0
(South , 0 , 2 , Dormant , 75.0) : Up = -33.71727462415039
(North , 0 , 2 , Dormant , 75.0) : Down = -33.71727462415039
(Centre , 0 , 2 , Dormant , 100.0) : Left = -15.741357579700097
(East , 0 , 2 , Dormant , 100.0) : Left = -31.148137699357434
